vraie_espece,couv_std,n_obs,groupe,couv_pas,diff
29718,0.6666666666666666,3,Rare,0.6666666666666666,0.0
29726,1.0,3,Rare,1.0,0.0
29727,1.0,2,Rare,1.0,0.0
29730,1.0,1,Rare,1.0,0.0
29736,1.0,4,Rare,1.0,0.0
29764,1.0,17,Commun,1.0,0.0
29766,1.0,3,Rare,1.0,0.0
29773,1.0,4,Rare,1.0,0.0
29777,1.0,3,Rare,1.0,0.0
29787,1.0,13,Commun,1.0,0.0
29852,1.0,1,Rare,1.0,0.0
29869,1.0,5,Rare,1.0,0.0
29899,1.0,2,Rare,1.0,0.0
29929,1.0,2,Rare,1.0,0.0
29933,1.0,1,Rare,1.0,0.0
29949,1.0,2,Rare,1.0,0.0
29950,1.0,3,Rare,1.0,0.0
30021,0.6666666666666666,3,Rare,0.6666666666666666,0.0
30030,1.0,11,Rare,1.0,0.0
30035,1.0,3,Rare,1.0,0.0
30054,1.0,1,Rare,1.0,0.0
30276,1.0,4,Rare,1.0,0.0
30282,1.0,4,Rare,1.0,0.0
30293,0.0,1,Rare,0.0,0.0
30310,0.8333333333333334,6,Rare,0.8333333333333334,0.0
30350,1.0,2,Rare,1.0,0.0
30352,1.0,9,Rare,1.0,0.0
30353,1.0,1,Rare,1.0,0.0
30409,0.75,8,Rare,0.75,0.0
30452,1.0,1,Rare,1.0,0.0
30573,1.0,1,Rare,1.0,0.0
30575,1.0,3,Rare,1.0,0.0
30583,0.9375,16,Commun,0.9375,0.0
30592,1.0,1,Rare,1.0,0.0
30619,1.0,20,Commun,1.0,0.0
30634,0.6666666666666666,3,Rare,0.6666666666666666,0.0
30651,1.0,4,Rare,1.0,0.0
30673,1.0,18,Rare,1.0,0.0
30678,1.0,4,Rare,1.0,0.0
30689,1.0,1,Rare,1.0,0.0
30692,1.0,1,Rare,1.0,0.0
30756,1.0,1,Rare,1.0,0.0
30769,1.0,1,Rare,1.0,0.0
30796,1.0,1,Rare,1.0,0.0
30797,1.0,2,Rare,1.0,0.0
30811,1.0,5,Commun,1.0,0.0
30814,1.0,1,Rare,1.0,0.0
30844,1.0,2,Rare,1.0,0.0
30851,1.0,9,Commun,1.0,0.0
30860,1.0,3,Rare,1.0,0.0
30864,1.0,1,Rare,1.0,0.0
30870,0.9411764705882353,17,Commun,0.9411764705882353,0.0
30923,1.0,2,Rare,1.0,0.0
30936,1.0,2,Rare,1.0,0.0
30941,1.0,1,Rare,1.0,0.0
30945,1.0,9,Rare,1.0,0.0
30949,1.0,1,Rare,1.0,0.0
30967,1.0,2,Rare,1.0,0.0
30971,1.0,6,Rare,1.0,0.0
30975,1.0,1,Rare,1.0,0.0
30984,1.0,3,Rare,1.0,0.0
30985,1.0,5,Rare,1.0,0.0
30989,1.0,5,Rare,1.0,0.0
30991,1.0,5,Rare,1.0,0.0
30994,1.0,1,Rare,1.0,0.0
30997,1.0,1,Rare,1.0,0.0
31055,0.0,5,Rare,0.0,0.0
31062,1.0,1,Rare,1.0,0.0
31063,1.0,2,Rare,1.0,0.0
31066,1.0,8,Rare,1.0,0.0
31278,1.0,6,Rare,1.0,0.0
31336,1.0,3,Rare,1.0,0.0
31429,1.0,1,Rare,1.0,0.0
31455,1.0,2,Rare,1.0,0.0
31489,1.0,8,Commun,1.0,0.0
31511,1.0,1,Rare,1.0,0.0
31515,1.0,1,Rare,1.0,0.0
31519,1.0,1,Rare,1.0,0.0
31520,1.0,3,Rare,1.0,0.0
31608,1.0,1,Rare,1.0,0.0
31646,1.0,2,Rare,1.0,0.0
31651,1.0,1,Rare,1.0,0.0
31662,1.0,4,Rare,1.0,0.0
31665,1.0,1,Rare,1.0,0.0
31674,1.0,12,Rare,1.0,0.0
31676,1.0,1,Rare,1.0,0.0
31677,1.0,2,Rare,1.0,0.0
31691,1.0,10,Rare,1.0,0.0
31701,0.0,1,Rare,0.0,0.0
31704,1.0,1,Rare,1.0,0.0
31711,1.0,16,Commun,1.0,0.0
31757,1.0,1,Rare,1.0,0.0
31774,0.9523809523809523,21,Commun,0.9523809523809523,0.0
31777,0.625,8,Rare,0.625,0.0
31791,0.6,5,Rare,0.6,0.0
31803,1.0,3,Rare,1.0,0.0
31811,1.0,1,Rare,1.0,0.0
31866,1.0,2,Rare,1.0,0.0
31879,1.0,2,Rare,1.0,0.0
31880,1.0,2,Rare,1.0,0.0
31919,1.0,11,Commun,1.0,0.0
31920,1.0,2,Rare,1.0,0.0
31928,1.0,1,Rare,0.0,-1.0
31970,1.0,1,Rare,1.0,0.0
31991,1.0,5,Rare,1.0,0.0
32025,1.0,1,Rare,1.0,0.0
32029,1.0,1,Rare,1.0,0.0
32033,1.0,2,Rare,1.0,0.0
32037,1.0,3,Rare,1.0,0.0
32043,1.0,1,Rare,1.0,0.0
32048,1.0,3,Rare,1.0,0.0
32065,0.0,4,Rare,0.0,0.0
32080,1.0,1,Rare,1.0,0.0
32113,1.0,1,Rare,1.0,0.0
32116,1.0,1,Rare,1.0,0.0
32117,1.0,1,Rare,1.0,0.0
32137,1.0,4,Rare,1.0,0.0
32190,0.9,10,Commun,0.9,0.0
32199,1.0,2,Rare,1.0,0.0
32200,1.0,2,Rare,1.0,0.0
32205,1.0,3,Rare,1.0,0.0
32206,1.0,1,Rare,1.0,0.0
32212,1.0,2,Rare,1.0,0.0
32213,1.0,2,Rare,1.0,0.0
32215,1.0,3,Rare,1.0,0.0
32220,1.0,1,Rare,1.0,0.0
32224,1.0,8,Rare,1.0,0.0
32243,1.0,2,Rare,1.0,0.0
32248,1.0,21,Commun,1.0,0.0
32251,1.0,1,Rare,1.0,0.0
32380,1.0,6,Rare,1.0,0.0
32521,1.0,8,Rare,1.0,0.0
32531,1.0,1,Rare,1.0,0.0
32550,1.0,1,Rare,1.0,0.0
32579,1.0,1,Rare,1.0,0.0
32708,0.3333333333333333,6,Rare,0.3333333333333333,0.0
32727,0.75,4,Rare,0.75,0.0
32743,0.75,8,Rare,0.75,0.0
32744,1.0,7,Rare,1.0,0.0
32752,1.0,5,Rare,1.0,0.0
32755,1.0,4,Rare,1.0,0.0
32758,1.0,1,Rare,1.0,0.0
32765,1.0,1,Rare,1.0,0.0
32766,0.75,4,Rare,0.75,0.0
32770,0.9333333333333333,15,Commun,1.0,0.06666666666666665
33119,1.0,1,Rare,1.0,0.0
33213,1.0,1,Rare,1.0,0.0
33214,1.0,1,Rare,1.0,0.0
33223,1.0,1,Rare,1.0,0.0
33224,1.0,2,Rare,1.0,0.0
33232,1.0,5,Rare,1.0,0.0
33424,1.0,2,Rare,1.0,0.0
33425,1.0,3,Rare,1.0,0.0
33436,0.8,5,Rare,0.8,0.0
33437,1.0,1,Rare,1.0,0.0
33439,1.0,1,Rare,1.0,0.0
33448,1.0,2,Rare,1.0,0.0
33454,1.0,9,Rare,0.7777777777777778,-0.2222222222222222
33593,1.0,1,Rare,1.0,0.0
33596,1.0,1,Rare,1.0,0.0
33602,1.0,1,Rare,1.0,0.0
33603,1.0,6,Rare,1.0,0.0
33605,1.0,3,Rare,1.0,0.0
33633,1.0,9,Rare,1.0,0.0
33646,1.0,1,Rare,1.0,0.0
33689,1.0,6,Rare,1.0,0.0
33693,1.0,1,Rare,1.0,0.0
33696,1.0,4,Rare,1.0,0.0
33701,1.0,1,Rare,1.0,0.0
33732,1.0,4,Rare,1.0,0.0
33733,1.0,16,Commun,1.0,0.0
33814,1.0,14,Rare,1.0,0.0
33817,1.0,1,Rare,1.0,0.0
33820,1.0,5,Rare,1.0,0.0
33823,1.0,4,Rare,1.0,0.0
33825,1.0,2,Rare,1.0,0.0
33826,1.0,4,Rare,1.0,0.0
33857,1.0,1,Rare,1.0,0.0
33859,1.0,9,Commun,1.0,0.0
33866,1.0,3,Rare,1.0,0.0
33867,1.0,1,Rare,1.0,0.0
33909,1.0,1,Rare,1.0,0.0
33941,1.0,1,Rare,1.0,0.0
33983,1.0,3,Rare,1.0,0.0
34001,1.0,1,Rare,1.0,0.0
34261,1.0,3,Rare,1.0,0.0
34345,1.0,2,Rare,1.0,0.0
34452,1.0,1,Rare,1.0,0.0
34548,0.0,1,Rare,0.0,0.0
34555,1.0,1,Rare,1.0,0.0
34571,1.0,12,Commun,1.0,0.0
34590,1.0,1,Rare,1.0,0.0
34600,1.0,7,Rare,1.0,0.0
34641,1.0,1,Rare,1.0,0.0
34657,1.0,2,Rare,1.0,0.0
34666,1.0,1,Rare,1.0,0.0
34672,1.0,1,Rare,1.0,0.0
34745,1.0,1,Rare,1.0,0.0
34817,1.0,2,Rare,1.0,0.0
34828,1.0,3,Rare,1.0,0.0
34854,1.0,1,Rare,1.0,0.0
34985,1.0,3,Rare,1.0,0.0
34993,1.0,2,Rare,1.0,0.0
35108,1.0,1,Rare,1.0,0.0
35155,1.0,1,Rare,1.0,0.0
35160,1.0,10,Rare,1.0,0.0
35161,1.0,2,Rare,1.0,0.0
35162,0.85,20,Commun,0.85,0.0
35170,1.0,15,Commun,1.0,0.0
35236,1.0,1,Rare,1.0,0.0
35240,1.0,5,Rare,1.0,0.0
35243,1.0,4,Rare,1.0,0.0
35252,1.0,1,Rare,1.0,0.0
35265,1.0,1,Rare,1.0,0.0
35267,1.0,1,Rare,1.0,0.0
35277,1.0,1,Rare,1.0,0.0
35416,1.0,4,Rare,1.0,0.0
35460,1.0,10,Rare,1.0,0.0
35511,1.0,6,Rare,1.0,0.0
35513,1.0,2,Rare,1.0,0.0
35521,1.0,13,Rare,1.0,0.0
35528,0.0,1,Rare,0.0,0.0
35535,1.0,1,Rare,1.0,0.0
35537,1.0,4,Commun,1.0,0.0
35538,1.0,11,Commun,1.0,0.0
35543,1.0,3,Rare,1.0,0.0
35544,1.0,4,Commun,1.0,0.0
35560,1.0,1,Rare,1.0,0.0
35567,1.0,1,Rare,1.0,0.0
35592,1.0,2,Rare,1.0,0.0
35646,1.0,3,Rare,1.0,0.0
35759,1.0,1,Rare,1.0,0.0
35767,1.0,2,Rare,1.0,0.0
35840,1.0,4,Rare,1.0,0.0
35842,1.0,1,Rare,1.0,0.0
35843,1.0,5,Rare,1.0,0.0
35844,1.0,9,Commun,1.0,0.0
35854,1.0,2,Rare,1.0,0.0
35855,1.0,9,Commun,1.0,0.0
35931,1.0,2,Rare,1.0,0.0
35938,1.0,1,Rare,1.0,0.0
35987,1.0,22,Commun,1.0,0.0
36011,1.0,1,Rare,1.0,0.0
36023,1.0,2,Rare,1.0,0.0
36040,1.0,2,Rare,1.0,0.0
36074,1.0,1,Rare,1.0,0.0
36075,1.0,22,Commun,1.0,0.0
36078,1.0,1,Rare,1.0,0.0
36100,1.0,4,Rare,1.0,0.0
36109,0.5,2,Rare,0.5,0.0
36111,1.0,1,Rare,1.0,0.0
36146,1.0,1,Rare,1.0,0.0
36234,1.0,2,Rare,1.0,0.0
36258,0.0,1,Rare,0.0,0.0
36349,0.875,8,Rare,0.875,0.0
36478,1.0,1,Rare,1.0,0.0
36492,1.0,1,Rare,1.0,0.0
36500,1.0,6,Rare,1.0,0.0
36503,1.0,3,Rare,1.0,0.0
36532,1.0,3,Rare,1.0,0.0
36543,1.0,1,Rare,1.0,0.0
36553,1.0,7,Rare,1.0,0.0
36567,1.0,1,Rare,1.0,0.0
36568,1.0,2,Rare,1.0,0.0
36579,0.8,5,Rare,0.8,0.0
36601,1.0,1,Rare,1.0,0.0
36604,1.0,3,Rare,1.0,0.0
36646,1.0,12,Commun,1.0,0.0
36704,1.0,1,Rare,1.0,0.0
36705,0.6666666666666666,3,Rare,0.6666666666666666,0.0
36760,1.0,1,Rare,1.0,0.0
36779,1.0,17,Commun,1.0,0.0
36794,1.0,1,Rare,1.0,0.0
36796,1.0,1,Rare,1.0,0.0
36800,1.0,4,Rare,1.0,0.0
36802,1.0,5,Rare,1.0,0.0
36810,1.0,4,Rare,1.0,0.0
36812,1.0,2,Rare,1.0,0.0
36816,1.0,6,Rare,1.0,0.0
36823,1.0,1,Rare,1.0,0.0
36836,1.0,1,Rare,1.0,0.0
36839,1.0,1,Rare,1.0,0.0
36857,1.0,1,Rare,1.0,0.0
36866,1.0,2,Rare,1.0,0.0
36899,1.0,8,Rare,1.0,0.0
36913,1.0,31,Commun,1.0,0.0
36921,1.0,3,Rare,1.0,0.0
36931,1.0,6,Rare,1.0,0.0
36932,0.875,8,Rare,0.875,0.0
36934,1.0,8,Rare,1.0,0.0
36939,0.0,1,Rare,0.0,0.0
36940,1.0,13,Commun,1.0,0.0
36942,1.0,1,Rare,1.0,0.0
36947,1.0,14,Commun,1.0,0.0
36948,0.0,1,Rare,0.0,0.0
36949,1.0,4,Rare,1.0,0.0
36950,1.0,20,Commun,1.0,0.0
36952,1.0,4,Rare,1.0,0.0
36958,1.0,11,Rare,1.0,0.0
36960,1.0,1,Rare,1.0,0.0
36961,1.0,2,Rare,1.0,0.0
36964,1.0,2,Rare,1.0,0.0
36970,1.0,1,Rare,1.0,0.0
36978,1.0,1,Rare,1.0,0.0
37005,1.0,8,Rare,1.0,0.0
37055,1.0,1,Rare,1.0,0.0
37078,1.0,1,Rare,1.0,0.0
37084,1.0,10,Commun,1.0,0.0
37089,1.0,6,Rare,1.0,0.0
37092,1.0,32,Commun,1.0,0.0
37094,1.0,47,Commun,1.0,0.0
37096,1.0,1,Rare,1.0,0.0
37098,1.0,1,Rare,1.0,0.0
37099,1.0,2,Rare,1.0,0.0
37102,1.0,45,Commun,1.0,0.0
37103,1.0,1,Rare,1.0,0.0
37105,0.9565217391304348,23,Commun,0.9565217391304348,0.0
37106,1.0,1,Rare,1.0,0.0
37112,1.0,1,Rare,1.0,0.0
37148,0.0,1,Rare,0.0,0.0
37187,1.0,18,Commun,1.0,0.0
37198,1.0,2,Rare,1.0,0.0
37262,1.0,4,Rare,1.0,0.0
37271,1.0,2,Rare,1.0,0.0
37273,1.0,1,Rare,1.0,0.0
37280,1.0,2,Rare,1.0,0.0
37289,1.0,8,Rare,1.0,0.0
37293,1.0,1,Rare,1.0,0.0
37294,1.0,1,Rare,1.0,0.0
37296,1.0,1,Rare,1.0,0.0
37298,1.0,1,Rare,1.0,0.0
37308,1.0,1,Rare,1.0,0.0
37319,1.0,1,Rare,1.0,0.0
37324,0.8,5,Rare,0.8,0.0
37336,1.0,2,Rare,1.0,0.0
37339,1.0,1,Rare,1.0,0.0
37342,1.0,2,Rare,1.0,0.0
37348,1.0,2,Rare,1.0,0.0
37350,1.0,1,Rare,0.0,-1.0
37355,1.0,1,Rare,1.0,0.0
37358,1.0,1,Rare,1.0,0.0
37376,1.0,3,Rare,1.0,0.0
37435,1.0,1,Rare,1.0,0.0
37456,1.0,3,Rare,1.0,0.0
37464,0.5,4,Rare,0.5,0.0
37476,1.0,2,Rare,1.0,0.0
37480,1.0,9,Rare,1.0,0.0
37551,1.0,8,Commun,1.0,0.0
37555,0.8,5,Rare,0.8,0.0
37569,1.0,2,Rare,1.0,0.0
37572,1.0,1,Rare,1.0,0.0
37602,0.6666666666666666,3,Rare,0.6666666666666666,0.0
37623,1.0,5,Rare,1.0,0.0
37697,1.0,1,Rare,1.0,0.0
37698,1.0,1,Rare,1.0,0.0
37721,1.0,3,Rare,1.0,0.0
37729,1.0,2,Rare,1.0,0.0
37736,1.0,3,Rare,1.0,0.0
37742,1.0,2,Rare,1.0,0.0
37743,1.0,1,Rare,1.0,0.0
37859,1.0,1,Rare,1.0,0.0
37897,0.8571428571428571,7,Commun,1.0,0.1428571428571429
38044,1.0,3,Rare,1.0,0.0
38047,1.0,2,Rare,1.0,0.0
38048,1.0,8,Commun,1.0,0.0
38091,1.0,1,Rare,1.0,0.0
38092,1.0,9,Rare,1.0,0.0
38193,1.0,1,Rare,1.0,0.0
38200,0.5,2,Rare,0.5,0.0
38204,1.0,3,Rare,0.3333333333333333,-0.6666666666666667
38222,1.0,10,Commun,1.0,0.0
38225,1.0,6,Rare,1.0,0.0
38352,1.0,1,Rare,1.0,0.0
38354,1.0,1,Rare,1.0,0.0
38371,1.0,6,Rare,1.0,0.0
38374,1.0,1,Rare,1.0,0.0
38387,1.0,13,Commun,1.0,0.0
38426,1.0,23,Commun,1.0,0.0
38488,1.0,2,Rare,1.0,0.0
38491,1.0,1,Rare,1.0,0.0
38496,1.0,2,Rare,1.0,0.0
38534,0.3333333333333333,3,Rare,0.3333333333333333,0.0
38535,1.0,4,Rare,1.0,0.0
38537,1.0,4,Rare,1.0,0.0
38547,1.0,3,Rare,1.0,0.0
38596,1.0,14,Commun,1.0,0.0
38611,1.0,2,Rare,1.0,0.0
38716,1.0,5,Rare,1.0,0.0
38777,0.8571428571428571,7,Rare,0.8571428571428571,0.0
38913,1.0,2,Rare,1.0,0.0
38934,1.0,5,Rare,1.0,0.0
38957,1.0,1,Rare,1.0,0.0
38966,1.0,2,Rare,1.0,0.0
38968,1.0,3,Rare,1.0,0.0
38969,1.0,1,Rare,1.0,0.0
39035,1.0,1,Rare,1.0,0.0
39046,1.0,1,Rare,1.0,0.0
39105,1.0,2,Rare,1.0,0.0
39315,0.0,1,Rare,0.0,0.0
39324,1.0,3,Rare,1.0,0.0
39327,1.0,1,Rare,1.0,0.0
39328,1.0,1,Rare,1.0,0.0
39329,1.0,2,Rare,1.0,0.0
39564,1.0,1,Rare,1.0,0.0
39609,1.0,10,Rare,1.0,0.0
39612,1.0,1,Rare,1.0,0.0
39618,1.0,2,Rare,1.0,0.0
39662,1.0,7,Rare,1.0,0.0
39665,0.5,2,Rare,0.5,0.0
39669,1.0,2,Rare,1.0,0.0
39670,1.0,4,Rare,1.0,0.0
39684,1.0,1,Rare,1.0,0.0
39715,1.0,4,Rare,1.0,0.0
39724,0.6666666666666666,3,Rare,0.6666666666666666,0.0
39725,0.8,10,Rare,0.8,0.0
39730,0.0,1,Rare,0.0,0.0
39746,0.4,5,Rare,0.4,0.0
39754,1.0,2,Rare,1.0,0.0
39776,1.0,1,Rare,1.0,0.0
39843,1.0,19,Commun,1.0,0.0
39862,1.0,1,Rare,1.0,0.0
39888,0.6666666666666666,3,Rare,0.6666666666666666,0.0
39900,1.0,2,Rare,1.0,0.0
39954,1.0,1,Rare,1.0,0.0
39989,1.0,14,Rare,1.0,0.0
40030,1.0,7,Rare,1.0,0.0
40031,1.0,8,Rare,1.0,0.0
40176,0.0,1,Rare,0.0,0.0
40203,1.0,2,Rare,1.0,0.0
40221,1.0,5,Rare,1.0,0.0
40223,1.0,6,Rare,1.0,0.0
40231,1.0,1,Rare,1.0,0.0
40237,1.0,1,Rare,1.0,0.0
40239,1.0,1,Rare,1.0,0.0
40274,0.5,2,Rare,0.5,0.0
40295,1.0,1,Rare,1.0,0.0
40340,0.0,2,Rare,0.0,0.0
40359,0.875,8,Rare,0.875,0.0
40525,1.0,1,Rare,1.0,0.0
40545,0.0,1,Rare,0.0,0.0
40571,1.0,1,Rare,1.0,0.0
40603,1.0,1,Rare,1.0,0.0
40606,1.0,1,Rare,1.0,0.0
40610,1.0,1,Rare,1.0,0.0
40614,1.0,5,Rare,1.0,0.0
40618,1.0,3,Rare,1.0,0.0
40619,1.0,1,Rare,1.0,0.0
40624,1.0,1,Rare,1.0,0.0
40626,1.0,5,Commun,1.0,0.0
40630,0.95,20,Commun,1.0,0.050000000000000044
40649,0.9523809523809523,21,Rare,0.9523809523809523,0.0
40672,1.0,1,Rare,1.0,0.0
40677,1.0,1,Rare,1.0,0.0
40692,1.0,1,Rare,1.0,0.0
40717,0.8181818181818182,11,Commun,0.8181818181818182,0.0
40764,1.0,2,Rare,1.0,0.0
40794,1.0,1,Rare,1.0,0.0
40815,0.7272727272727273,11,Rare,0.7272727272727273,0.0
40816,1.0,1,Rare,1.0,0.0
40884,1.0,1,Rare,1.0,0.0
40928,1.0,3,Rare,1.0,0.0
40936,1.0,1,Rare,1.0,0.0
40937,1.0,1,Rare,1.0,0.0
40950,1.0,4,Rare,1.0,0.0
40968,0.6666666666666666,3,Rare,0.6666666666666666,0.0
40986,1.0,10,Commun,1.0,0.0
41006,0.8,5,Rare,0.8,0.0
41009,0.5,4,Rare,0.5,0.0
41010,0.5,2,Rare,0.5,0.0
41018,1.0,3,Rare,1.0,0.0
41019,1.0,3,Rare,1.0,0.0
41031,1.0,1,Rare,1.0,0.0
41034,1.0,1,Rare,1.0,0.0
41035,1.0,15,Commun,1.0,0.0
41043,1.0,1,Rare,1.0,0.0
41254,1.0,26,Commun,1.0,0.0
41256,1.0,15,Commun,1.0,0.0
41257,1.0,3,Rare,1.0,0.0
41259,1.0,2,Rare,1.0,0.0
41260,1.0,1,Rare,1.0,0.0
41335,1.0,1,Rare,1.0,0.0
41377,1.0,1,Rare,1.0,0.0
41378,1.0,21,Commun,1.0,0.0
41380,1.0,1,Rare,1.0,0.0
41460,1.0,1,Rare,1.0,0.0
41463,1.0,2,Rare,1.0,0.0
41475,1.0,3,Rare,1.0,0.0
41481,1.0,6,Rare,1.0,0.0
41482,1.0,1,Rare,1.0,0.0
41492,1.0,1,Rare,1.0,0.0
41493,1.0,1,Rare,1.0,0.0
41494,0.92,25,Commun,0.92,0.0
41496,0.8888888888888888,9,Commun,0.8888888888888888,0.0
41498,1.0,4,Rare,1.0,0.0
41500,1.0,2,Rare,1.0,0.0
41501,1.0,3,Rare,1.0,0.0
41512,1.0,3,Rare,1.0,0.0
41518,1.0,4,Rare,1.0,0.0
41526,1.0,1,Rare,1.0,0.0
41528,1.0,12,Commun,1.0,0.0
41531,1.0,14,Rare,1.0,0.0
41560,1.0,3,Rare,1.0,0.0
41561,1.0,2,Rare,1.0,0.0
41594,1.0,9,Rare,1.0,0.0
41595,1.0,1,Rare,1.0,0.0
41653,0.0,1,Rare,0.0,0.0
41854,1.0,13,Rare,1.0,0.0
41856,1.0,1,Rare,1.0,0.0
41861,1.0,3,Rare,1.0,0.0
41867,1.0,1,Rare,1.0,0.0
41870,1.0,4,Rare,1.0,0.0
41881,1.0,4,Rare,1.0,0.0
41925,1.0,3,Rare,1.0,0.0
42013,1.0,2,Rare,1.0,0.0
42103,1.0,1,Rare,1.0,0.0
42116,1.0,2,Rare,1.0,0.0
42127,0.8333333333333334,6,Rare,0.8333333333333334,0.0
42130,1.0,1,Rare,1.0,0.0
42152,1.0,1,Rare,1.0,0.0
42155,1.0,16,Commun,1.0,0.0
42185,1.0,6,Rare,1.0,0.0
42188,0.5,4,Rare,0.5,0.0
42200,1.0,6,Commun,1.0,0.0
42201,1.0,8,Commun,1.0,0.0
42206,1.0,3,Rare,1.0,0.0
42213,1.0,3,Rare,1.0,0.0
42266,1.0,8,Rare,1.0,0.0
42270,1.0,1,Rare,1.0,0.0
42274,1.0,11,Rare,1.0,0.0
42398,1.0,3,Rare,1.0,0.0
42416,0.8,5,Rare,0.8,0.0
42456,0.0,1,Rare,0.0,0.0
42478,1.0,7,Commun,1.0,0.0
42490,1.0,25,Commun,1.0,0.0
42493,1.0,6,Rare,1.0,0.0
42537,1.0,2,Rare,1.0,0.0
42545,1.0,12,Rare,1.0,0.0
42561,1.0,1,Rare,1.0,0.0
42575,1.0,1,Rare,1.0,0.0
42584,1.0,1,Rare,1.0,0.0
42588,1.0,1,Rare,1.0,0.0
42589,1.0,1,Rare,1.0,0.0
42601,1.0,3,Rare,1.0,0.0
42608,1.0,1,Rare,1.0,0.0
42613,1.0,1,Rare,1.0,0.0
42615,1.0,1,Rare,1.0,0.0
42619,1.0,2,Rare,1.0,0.0
42627,1.0,3,Rare,1.0,0.0
42635,1.0,4,Rare,1.0,0.0
42645,1.0,2,Rare,1.0,0.0
42651,1.0,7,Rare,1.0,0.0
42657,1.0,4,Rare,1.0,0.0
42669,1.0,1,Rare,1.0,0.0
42676,1.0,1,Rare,1.0,0.0
42677,1.0,3,Rare,1.0,0.0
42691,1.0,2,Rare,1.0,0.0
42692,1.0,7,Commun,1.0,0.0
42705,1.0,4,Rare,1.0,0.0
42717,0.4,5,Rare,0.4,0.0
42895,1.0,5,Rare,1.0,0.0
42949,1.0,5,Rare,1.0,0.0
42951,1.0,4,Rare,1.0,0.0
42966,1.0,3,Rare,1.0,0.0
42967,1.0,2,Rare,1.0,0.0
42978,1.0,2,Rare,1.0,0.0
43042,1.0,26,Commun,1.0,0.0
43045,1.0,27,Commun,1.0,0.0
43139,1.0,7,Rare,1.0,0.0
43267,1.0,5,Rare,1.0,0.0
43269,1.0,4,Rare,1.0,0.0
43270,1.0,1,Rare,1.0,0.0
43271,0.9444444444444444,18,Commun,1.0,0.05555555555555558
43273,1.0,1,Rare,1.0,0.0
43281,1.0,3,Rare,1.0,0.0
43282,1.0,11,Commun,1.0,0.0
43285,1.0,2,Rare,1.0,0.0
43289,1.0,3,Rare,1.0,0.0
43291,1.0,1,Rare,1.0,0.0
43294,1.0,1,Rare,1.0,0.0
43299,0.8888888888888888,9,Rare,0.8888888888888888,0.0
43300,1.0,9,Rare,1.0,0.0
43318,1.0,15,Commun,1.0,0.0
43320,1.0,1,Rare,1.0,0.0
43323,1.0,7,Commun,1.0,0.0
43334,1.0,5,Rare,1.0,0.0
43337,1.0,4,Rare,1.0,0.0
43350,1.0,4,Rare,1.0,0.0
43352,0.6666666666666666,3,Rare,0.6666666666666666,0.0
43355,1.0,42,Commun,1.0,0.0
43386,1.0,1,Rare,1.0,0.0
43514,1.0,5,Rare,1.0,0.0
43516,0.0,1,Rare,0.0,0.0
43523,1.0,3,Rare,1.0,0.0
43544,1.0,4,Rare,1.0,0.0
43546,1.0,5,Rare,1.0,0.0
43822,1.0,6,Rare,1.0,0.0
43899,1.0,2,Rare,1.0,0.0
44023,1.0,12,Rare,1.0,0.0
44036,1.0,6,Rare,1.0,0.0
